Text,Polarity
মুদ্রার ঐ পিঠ দেখা হয়ে গেল বাংলাদেশের.দেশের মাঠের সুবিধা নিতে গিয়ে উপমহাদেশীয় দল শ্রীলংকার বিরুদ্ধে জেতার জন্য স্পিন সহায়ক উইকেট.,negative
তার চেয়ে স্পোটিং উইকেট বানিয়ে সিরিজ সমতা করা ভালো হতো না..!নিজের পায়ে নিজে কুড়াল মারলে পরের কি দোষ..?,negative
 সাব্বির'ই ক্রিকেট বিশ্বের একমাত্র খেলোয়াড় যিনি টি-টুয়েন্টি সিরিজের প্র্যাকটিস করার জন্য টেস্ট ম্যাচে জায়গা পায়॥,negative
ভাই এতকিছু না বলে এটা বল যে আমাদের কাছে জাতীয়দল থেকে আবাহনী ক্লাব বড় তাই মোসাদ্দেক কে আবাহনীর হয়ে খেলতে পাঠিয়েছি,negative
 টি২০ কি টেস্টের চেয়ে ইম্পরট্যান্ট ?,negative
টি২০ প্রস্তুতির জন্য নাকি তাকে এই টেস্ট খেলান হইছে।,negative
 এসব বলদ মার্কা নির্বাচক থাকলে আমাদের ক্রিকেটের উন্নতি জিবনেও সম্ভব না।,negative
T20 অনুশীলনের জন্য সাব্বির কে টেস্ট এ নেয়া হয়েছে ,negative
"আজ শিকার করে নিলাম আপনি একজন ক্রিকেটীয় গণ্ডমূর্খ,,,",negative
" প্রধান নির্বাচক মিনহাজুল আবেদীন "" ‘টি-টোয়েন্টি সিরিজে সাব্বির কে নিয়ে আমাদের পরিকল্পনা আছে।",negative
"ওর তো অনুশীলনও দরকার"" ",negative
"বাহ্,, টেস্ট অন্য দেশের কাছে গৌরব,,, আর আমাদের জন্য টি২০ এর অনুশীনের জায়গা,,, বাহ্",negative
দুঃখজনক। এসব রিপোর্ট আমাদের খেলোয়ারদের বদনাম ও আত্মবিকাশ নষ্ট করার নীলনকশা।,negative
"জীবনে হয়তো ভালো করে ব্যাট ও ধরতে পারেনি, এরকম লোক, খেলা নিয়ে, যাচ্ছে তাই লিখে যাচ্ছে।  ",negative
" আপোক্ত রিপোর্টার, সাকিব না থাকায়, দলের সমস্যা হয়েছে ",negative
সাকিব ব্যাটিং বোলিং দুটোতেই দলের ব্যালেন্স আনতো।,positive
 আর গাদ্দার হাতুরু আমাদের গোপন কৌশল আমাদের বিরুদ্ধে প্রয়োগ করেছে। ,negative
 আর গাদ্দার হাতুরু আমাদের গোপন কৌশল আমাদের বিরুদ্ধে প্রয়োগ করেছে। ,negative
"শ্রীলংকান আরেক গাদ্দার কিউরেটর, পীচ নিয়ে ও আমাদের সাথে ষড়যন্ত্র করেছে।",negative
"সাকিব টি টুয়েন্টি তে ফিরলে, ইনশাল্লাহ্ টাইগার বাহিনী ঘুরে দাড়াবেঁ।  ",negative
"এ রিপোর্ট দিয়ে, বেইমান হাতুরুর সাফাই গাওয়া, দালালির লক্ষণ।",negative
নাচতে না জানলে উঠান বাকা,negative
"শুধু খবিশ না,আমি মনে করি বাংলাদেশের বেশ কিছু খেলোয়াড়কে ""রোজিনা কামলা"" হিসাবে খেতে-খামারে সাপ্লাই দেয়া দরকার।",negative
নান্নু মার্কা আবাল নির্বাচকের জন্যই সাব্বির মার্কা বোকাচোদা চান্স পায়।দুই ইনিংসে এক রান,negative
মিনহাজ আবেদীন নান্নুকে প্রধান নির্বাচক থেকে বাদ দেওয়া দরকার। নান্নু থাকলে বাংলাদেশ ক্রিকেট তলানিতে যাবে।,negative
দলকে ম্যাও বলে চাঙ্গা রাখার জন্য কাউকেতো লাগবে। ,negative
 সেই স্থান পূরণের জন্য সাব্বির টেস্টে থাকবে--হার্টহিটার নান্নু,negative
কানকির বাচ্চাদের আক্কেল বলতে কিছুই নাই সাব্বির বাল পেলাইছে সব নিয়ে যাবে এরা আর আমরা ললিপপ খাব!,negative
সিংহের কাছে বাঘের অসহায় অাত্নসমর্পন।,negative
সুন্দরবনে শুধু বাঘই থাকে নাহ সিংহ ও থাকে।,negative
T20 practice এর জন্য টেস্ট খেলানো হয়েছে আর ওয়ানডে খেলানোর জন্য কি খেলানো হবে?,negative
বাংলাদেশের নির্বাচকেরাও পারে বটে।,negative
নির্বাচকের কথা শুনলে হাসি পায়।টেস্টকে প্রস্তুতি ম্যাচ হিসাবে বিবেচনা করে,negative
মাহমুদুল্লাহ কেন সাব্বিরের অন্তর্ভুক্তির যুক্তি দিবে??? ।,negative
মাহমুদুল্লাহ কি নির্বাচক??? যুক্তি দিবে প্রধান নির্বাচক।,negative
অসাধারণটি ২০ ম্যাচের অনুশীলনের জন্য সাব্বিরকে দলে নিয়েছেন,negative
আর এই হাস্যকর যুক্তি না দিলে তিনি আর বাংলাদেশের প্রধান নির্বাচক কেন?,negative
বাহ বাহ!!!! কি চমেতকার যুক্তি।।।,negative
ওয়ান ড‌ে এবং টেষ্ট স‌িরিজ‌ে চরম ব্যার্থতার পরও এবার সাব্ব‌ির T20 দল‌ে !!,negative
ও ক‌ি VIP প্ল‌েয়ার না ওর খুঁট‌ির জ‌োর খুব ব‌েশী ওক‌ে বাদ দ‌েয়া যাব‌েনা ?? ,negative
" শুধুমাত্র দেশপ্রেমিক মাদারচোদরা'ই ভাল খেলয়ার বসিয়ে রেখে টেস্ট ম্যাচকে কারো টি২০'র প্রস্তুতির জন্য বেছে নেয়,,,",negative
" এরা কিভাবে নির্বাচক হয়,আমার বুঝে আসে না।",negative
আমারতো মনে হয় এদেরকে রাস্তার পাসে জুতা সেলাইয়ের কাজে লাগালেও এরা ব্যর্থ হ,negative
"কাল জুতায় লাল কালি লাগিয়ে ব্যাখ্যা দিবে একই কালার আর কত দেব,এবার জুতাটা লাল হোক।।।",negative
",এদেরকে ছাটাই করার উপযুক্ত সময় এখন'ই,,,এদের চেয়ে মাত্র ১ইউনিট বেশি যোগ্য কাউকেও যদি নির্বাচক বা কিউরেটর, মডারেটর হসাবে পাওয়া যায় তবে তাদেরকে দায়িত্ব দেওয়া এখন সময়ের দাবি।।।",negative
"অনুশীলনের জন্য আমরা ও খেলতে প্রস্তুত, টেস্ট, ওয়ানডে, টি২০। ",negative
একবার আহব্বান করলে আমরা সাধারণ জনগন যে কোন কন্ডিশননে খেলতে প্রস্তুত।।,negative
একবার আহব্বান করলে আমরা সাধারণ জনগন যে কোন কন্ডিশননে খেলতে প্রস্তুত।।,negative
মোসাদ্দেক জাতীয় দলে খেললে মোহামেডান এ খেলবে কে? জাতীয় স্বার্থ থেকে ব্যক্তি স্বার্থইই বড়।,negative
আমাদেরকে র বোকা বানাবেন্না সাব্বিরের ফর্ম নেই কনফিডেন্স তলানিতে ইম্রুল কায়েস ,negative
অসহায় আর্তসমরপন উনারা র কাউকে খুজে পাসছেন্না বারবার এদেরকেই হাযির করছেন ??,negative
কি প্লেয়ার নেই আমাদের??!! আবারো শুনচি সোম সরকার আসছেন !!,neutral
কেন আরিফুল হক/ মিথুন /আফিফ / বিজয় / ডাক পাসছেন্না???,negative
" আবারো অনুরধ করি দেশের ভাবমুরতি র নষ্ট কইরেন্না আমাদেরকে আকাসে উঠান আবার মাটিতে নামিয়ে আনেন,,",negative
" নান্নু ভাইকে দেখলে এমনিই মনে হয় গাজাখোর,কিন্তু মাহমুদুল্লাহ কেন খোরদের মত যুক্তি দিল??",negative
"আসলেই টাউট,,,,, আদব শেখে নাই কোনদিন।আবার গেন্জির কলার ভাজ না ভেঙে খাড়া করে রাখে, কামের বেলায় নাই ",negative
ভাবের বেলায় উস্তাদ,negative
"যত 0 রানে আউট হবে ত তো দলে জায়গা হবে, শালাদের প্যান্ট খুলে সবার সামনে এনে পাছায় লাথি মারতে হবে",negative
আমাদের প্লেয়ারা আসলে আবাল মার্কা প্লেয়ার ,negative
এই আবালদের কাছে দায়িত্ব বোধ বলতে কিছু নেই,negative
টেস্ট খেলে সালা টোয়েন্টির মতো ... ,negative
সালারা মনে করে উরা ধুরা মেরে কোনো রকম 20-30 করতে পারলেই বাঁচা গেলো .,negative
 হারামীর বাচ্চারা এত বছর ধরে খেলে তারপরেও এরা আবালই রয়ে গেছে ,negative
আর প্লেয়ারদের দোষ দিয়ে কি লাভ .. ক্রিকেট বোর্ড যখন কত গুলো আবাল ধারা পরিচালিত প্লেয়ার তো আবাল হবেই ।।,negative
"গতিদানব সুজইন্ন্যা,নান্নু,পাপন সব বাইঞ্চুদের পদত্যাগ চাই।। ",negative
ক্রিকেট কে ধ্বংস করে দিচ্ছে শালারা।,negative
নান্নু সহ এই যুক্তির পিছনে আর যারা আছে সবাইকে এখনি পদত্যাগে বাধ্য করা উচিৎ,negative
" নির্বাচক এর মেয়েকে মনে হয় সাব্বির এর কাছে বিয়ে দিবে, সে জন্যই তাকে দলে নেওয়া হয়েছে",negative
শালা গাজাখুর নির্বাচক,negative
"ওরে বাবা বিশ্বের কত বড় খেলোয়ার,যে টেস্ট ম্যাচেও T20 প্রাকটিস করে।",negative
যেহেতু টেস্ট ও ভালো খেলছে না তাই টোয়েন্টি ম্যাচে টেস্ট প্রাকটিস করুন সাব্বির হার্ড হিটার।,negative
অজুহাত দিয়ে দিয়েই তো দলের আজ এই অবস্থা।।।,negative
 জোরে বলুন ম্যাঁও,negative
তার যুক্তিতে বাবার গন্ধ আছে,negative
"মাহমুদুল্লাহ কেন দলে সে ব্যাখ্যা নাই,ইতে কেমনে আর এক জনের ব্যাখ্যা দিবে...",negative
 টিম ম্যানেজমেন্ট এ যত বলদ আছে এইগুলারে পরিবর্তন করা দরকার আগে,negative
 এরা বালের টাইগার,negative
 ভাব নিয়াই তো পারে না খেলবও কবে,negative
যুক্তির মায়রে বাপ! !!,negative
টেস্টের মধ্যে টিটুয়েন্টি প্র্যাকটিস। এদেখি আজবের গজব দেশের প্রতিটি সেক্টরেই।,negative
গরুর পেটে কি আর ছাগল হয় ?,negative
গরুর পেটে গরুই হয়.. আবাল কোথাকার টি২০র প্র্যাকটিস ,negative
ভাই এমন একটা সময় আসবে বাংলাদেশের খেলা কেহ আর টিকিট কেটে দেখবে না..,negative
মনে হয ছাব্বির ওযারিশ সুত্রে জাতীয দলে জাযগা পেযেছে।তাই তোরা যে যা বলিশ ভাই ওকে সরাবার কেউ নাই।,negative
 কায়েসওসাব্বিরকে যারা দলে রাখছে তাদের কে দশ বছরের জেল হওয়া উচিত.,negative
 গাঞ্জা একটু বেশি খাইছে,negative
নানু জুতামার সালা খেলা বুজেনা,negative
সাব্বির মতো প্লেয়ার না নিলে শ্রীলংকার মতো দল জিতবে কি করে?,negative
যেমন খেলা তেমন যুক্তি! অদ্ভুত।,negative
নিজের দেশের মাটিতে এ কেমন খেলা।,negative
টি-২০ তে মাশরাফি খেললে ভাল হবে,negative
নির্বাচকের কথা শুনলে হাসি পায়।টেস্টকে প্রস্তুতি ম্যাচ হিসাবে বিবেচনা করে।,negative
"এই "" জঙ্গলটা"" টেস্টের যোগ্য নয়!",negative
ম্যাও সাব্বির গেল কই ধর সালারে,negative
জাতীয় দলে প্লেয়ার নির্বাচনের জায়গা নয় পাগল মাকা নিবাচক জাতীয় লীগে যান,negative
 সব কটা মাদারি,negative
ব্যাখ্যারর মায়রে ইন্ডিয়া,negative
সাব্বিরের সেঞ্চুরিতে ম্যাচ জিতল,positive
"ওরে দেখলেই আর ভাল্লাগেনা!
",negative
 মোসাদ্দেক হোসেন,neutral
টিম ম্যানেজমেন্টের চরম ভুল ম্যাওকে নেওয়া,negative
ম্যাও,negative
" শাহরিয়া নাফিজ, তুষার ইমরান এদের নিতে ষুদে",negative
"টেস্ট ম্যাচে সাব্বির, টি২০তে মুশফিক কে রাখা ঠিক নয়।",negative
"মেও মেও মেও,",negative
"নান্নু সোনার বাল নির্বাচক, গ্রেরামে গোপর তোয়া নান্নু",negative
কোন হিসাবে ছব্বিরকে নেওয়া হয় টেষ্টে?,negative
নান্নুর খেলা সম্পর্কে কোন নলেজ নেই বাতিল সব,negative
কি বলবো ভাষা হারিয়ে ফেলেছি।,negative
ভালবাসার আর এক নাম ক্রিকেট।।।,negative
মিনহাজুল আবেদীন কে জুতার মালা দেওয়া হোক.,negative
জনাব আমিনুল ইসলাম বুলবুল কে প্ৰধান নির্বাচক দেখতে চাই,negative
বাংলাদেশের মতো এই বা** দলের টেস্ট খেলার কোনো যোগ্যতা ই নাই .,negative
 ঠিক।সাব্বিরের টেষ্ট খেলার যোগ্যতা নেই,negative
"একটা খেলায়ার যদি,বার বার খারাপ খেলে,ওরে কি বার বার সুযোগ দেয়া উচিত।",negative
 কি সুন্দর যুক্তি বাহ অসাধারণ,negative
 টেস্ট সিরিজটা ছিল টি টুয়েন্টি সিরিজের অনুশীল,negative
বাল ছিড়ে টাল দিছে.... আর কি।,negative
 টেস্ট সিরিজটা ছিল টি টুয়েন্টি সিরিজের অনুশীলন।,negative
শাক দিয়ে মাছ ঢাকার মতো অবস্থা।,negative
 হুদা হুদি,negative
"নান্নু, পাপন,সুজন, মুক্ত ক্রিকেট চাই।",negative
মাগির পুত শালা তো এক ফরমেটেও চলে না,negative
নান্নু রে ধান ক্ষেতের টিমের নির্বাচক করা হোক,negative
 আসলে বাংলাদেশের নির্বাচন কমিটি শাধিন ভাবে কাজ করতে পারছেনা মনে হয়,negative
"এরা সবাই জিনিস,পরের ম্যাচে অবশ্যই জিতবে",negative
" কায়েস কে বাদ দেয়া হোক
",negative
সাব্বির দি ব্যাডম্যান!!,negative
 কত যেন পাইছে?,negative
এই টা কি বেটিং করব হেতে এষ্টাইল করতে করতে শেষ।,negative
কি হাস্যকর যুক্তি। সব অজজ্ঞদের দখলে।,negative
 সুওরের বাচ্চারা,negative
" বাল ছিরু বাল,হরিদাস পাল।।।ওর চাইতে মুস্তাফিজ ভালো ব্যাটসম্যান",negative
বলদ দিয়ে হালচাষ হয়খেলা হয় নাকি?,negative
ফালতু সাবিবর,negative
সাব্বির কি? টেস্টের পিলার। পাগল,negative
তুশার ইমরানকে আনা হোক।,neutral
"টেস্টে সাব্বিরের চলেনা, এখানে ব্যাখ্যা দেওয়ার প্রয়োজন নেই।।",negative
 নির্বাচক নান্নু সাহেব কোথায় জাতী তাকে জাদুঘরে দেখতে চায়,negative
 আমাদের টিম ম্যানেজমেন্ট বড়ই আবেগী!,negative
"জোরে বলুন ম্যাঁও!
",negative
বালের খ্যালা খ্যালছে,negative
ওরে দিয়া কিচ্ছু হবেনা এখন একটা বিয়া দিয়ে দাও।,negative
" গাঞ্জাখুর নির্বাচক
",negative
রেন্ডিয়ার মালুদের চুলকানি শুরু হয়ে গেছে তাহল?,negative
কোথাই গেলো BCB এর হাই পারফ্রম্যান্স ইউনিট,negative
সাব্বির কোন টেস্ট প্লেয়ার নো। তাকে কেনো নেওয়া হলো টেস্টে।,negative
 বিড়ালের দল কি খেলবে আর,negative
 মিঃ ভাওতাবাজিদির কান্ড!,negative
শ্রীলংকার সাথে প্রথম ওয়ানডে ম্যাচ জিতে কি ভাব!!,negative
আমরা হাতুরুর আমল ভুলে গেছি। কথা উঠেছিল দেশি কোচ সুজি (সুজন) আমাদের বস।,negative
 বিদেশি কোচ নিয়ে প্রায় অনিহা হয়ে গেছিলো। ,negative
এখন কই ভাবখানি? হাতুরুর টাচে বাংলাদেশ যেমন সোনালি দিন দেখেছিল এবার শ্রীলংকার ডুবা নৌকা উপরে উঠবে। ,negative
 মাঝখানে বাংলাদেশের শুধু ভাবই আছে। সাথে বছর শেষে টাকার বস্তা তো আছে। ,negative
প্রতিবছর প্লেয়ারদের সেলারি কোন যুক্তিতে বাড়ায় বিসিবি? ,negative
তারা ঘরোয়া লীগ খেলে যে টাকা পায় জাতীয় দলে খেলেও সে টাকা পায় না। তবে কেনো বেতন বাড়াবে? ,negative
দিন শেষে ঘরের মাটিতে নগ্ন পার্ফরমেন্স দেখার জন্যে?? এসব আটা ময়দা আর সুজির ডিরেকশন দিয়ে ক্রিকেট খেলা হয় না। বড়জোর কেরাম খেলা হতে পারে ,negative
ঐ ধনের কথা বলবেন না । কেরাম ও খেলতে পারবেনা আমার ধনের দল।,negative
এ বাল মার্কা খেলারও কি পরিমান মুরিদ আছে জানেন!?,negative
" বাংলাদেশের সর্বকালের সেরা T-20একাদশঃ ইমরুল ,আনামুল ,সাব্বির ,লিটন(wk) ,নাসির ,শুভাগত ,মিথুন ,মাশরাফি(c), সোরওয়ার্দি শুভ ,শাহাদাত ,তাসকিন ।",neutral
 মুশফিক থাকলে ভালো হতো ,positive
মাশরাফি তাকলে বাংলাদেশের কোন স্কোয়াডে এই একাদশির পারবে না। ,negative
তাই মাশরাফি রে বাদ দিয়া কামরুল ইসলাম রাব্বি কে রাখা যায় আর স্পিনার হিসাবে সানজামুল,negative
ভাই ম্যাচুরিটির অভাব থাকার কারনে টি ২০ একাদশে জায়গা হয়নি মুশফিকের,negative
মুশফিক কই?? ওই তো T20 খেলার যোগ্য না,negative
"সৌমই বাদ, যে কিনা পিটাতে পছন্দ করে",negative
নাইন ভাই মুশিকে একটু ডানো খাওয়ালে ম্যাচিউরিটি এসে যাবে,negative
 গাঁজার দাম কি আবার কমছে??,negative
ফরম্যাটে রান করেছেন ৩৬৮ টি আর উইকেট পেয়েছেন ৩৯ টি। তোরা তো মাশরাফিরে পীর বাবা বলে ডাকোস..! ,negative
সাকিবের পরেই দেশের টি টুয়েন্টিতে অলরাউন্ডার ধরা হয় আর তাকেই তুই বাতিলের মধ্য দিয়েছো..! ,negative
তোর মতো যারা আছে বিতর্কিত কমেন্ট করে মানুষের মাঝে ঝগরা তৈয়রি করে.! তাদেরকে চাপাতি দিয়ে কুপিয়ে হত্যা করতে হয় তাহলেই দেশে শান্তি আসবে এর আগে নয়..!,negative
ভাই যে একাদশ দিছেন বাংলাদেশ একটা ম্যাচ ও জিতবেনা।।,negative
"এই একাদশ নিয়ে খেল্লে,,আমরা পারা মহল্লার প্লেয়ার রা এক জন কম নিয়ে খেল্লেও জয় নিসচিত।।",negative
"এখন তো এক্সপেরিমেন্ট এর সময় দল চাপে আছে ভালও, ভুলে গেলেন পুরু সিরিজে অপরাজিত, অতিরিক্ত আত্নবিশ্বাস, লিগের শেষ ম্যাচে শ্রীলংকার সাথে ৫ টি পরিবর্তন, বাকিটা ইতিহাস, আর সেই ইতিহাস এখনো চলছে।",negative
হাথুরু আমলে তো এতটা দুর্বল ছিল না বাংলাদেশ।,negative
"শ্রীলংকাকে ২২২ রানে অল আউট করার পর, মুখে চওড়া একখান হাসিছিল",positive
কিন্তু বাংলাদেশের ব্যাটসম্যান দের আত্মহত্যার ভাব দেখে তা নিমিষেই মিলিয়ে গেছে।,negative
বাংলাদেশ দলে সবচেয়ে আবাল প্লেয়ার হচ্ছে মুশফিকুর রহিম। ,negative
"দি বাংলাদেশ জিততো তাহলে আজকে শ্রীলঙ্কাকে নিয়ে আর হাথুরু সিংহে কে নিয়ে ব্যাঙ্গ এর শেষ থাকতোনা,",neutral
"আসলেই আমাদের মানুষিকতার পরিবর্তন করতে হবে,",negative
"এরপর আর কি বলবো , আপনাদের মন ই ভারত কেন্দ্রিক ।",negative
 ভারত এত মাথাই ঘামায় না আর আপনি ভারতীয়রা কি ভাবলো প্রেস্টিজ এ পরে গেছেন,negative
Polash করলো শ্রীলঙ্কা র প্রশংসা অার ঢুকাইলেন ভারত!! এ কেমন বিচার!!,neutral
"আমাদের খেলোয়ার, দর্শক, সমর্থক এবং মিডিয়া এখনো অপরিপক্ক",negative
"আমাদের দৌড় তো আমরা জানি, তাহলে কেন এই সার্কাস পিচ তৈরী করা হলো ",negative
নাকি হাতুরু প্রেমী বেশি হয়ে গেছে দেশে ? শ্রীলংকান রা বলছে এটা রাস্তা ঘাটের পিচ?,negative
"স্যার ইমরুল কায়েস, আপনার লজ্জা থাকিলে, আপনার বাপ পাপন চাইলেও, আপনার খেলা উচিত নহে!",negative
মরুলের চেয়ে অন্যরা আরও যে খারাপ। তুলনামূলক সে একটু খেলেছে!!,negative
"আমাদের বুট্টু কোচার চুজন কাকা যতদিন দায়িত্বে থাকবে, আমাদের পতন কেউ ঠেকাতে পারবেনা!",negative
আর সাব্বির কে কি ফ্যাশান শো করতে টেস্ট দলে নেওয়া হইছে ?,negative
মিরাজ আর মোসাদ্দেক কে পার্মানেন্টলি পারফর্ম করতে দেয়া উচিত।,positive
 শাহরিয়ার শোভন।।। ওর কাহিনী তো সারাজিবন একই !,negative
একই পিচে শ্রীলংকানরা রান করেছে আমরা পারিনি এটা হলো আসল কথা! ,negative
team management,negative
হাতুরা যাওয়ার পরই সাকিবরা বলছিল তারা আজ থেকে নির্ভার! ,negative
আসলেই নির্ভার বাজেভাবে আউট হলেও কোনরুপ জবাবদিহিতা করতে হবে না,negative
অনেক আবাল হাতুরা কে নিয়ে মজা করেছিল! ,negative
 হাতুরা বলে বাংলাদেশের ক্রিকেট ধ্বংস করে দিচ্ছে!,negative
ওই সব আবালদের বেশীরভাগই পীরবাবা ম্যাছরাফির মুরিদ,negative
ওদের রাগ হাতুরা কেন তাদের বাপ ম্যাছরাফি কে টি২০ থেকে বের করে দিলো!,negative
"ওরে আবালরা দেখ, যে শ্রীলংকা জিম্বাবুয়ের কাছে দেশের মাটিতে সিরিজ হেরেছিল, তারাই আজ বাংলাদেশের মাটিতে সিরিজ জিতে গেল",negative
 বিরাট কোহলির ফেনরা লাইক বটম দাবান।,neutral
আজও কোহলির ৭৫ রানের জ্বলমলে ইনিংস।,positive
"পাঁড়েজির ছাগলের একহাত দাড়ি, অপরূপ রূপ তার যাই বলিহারি! উঠানে দাপট করে নেচেছিল কাল— তার পর কি হইল জানে শ্যামলাল।’ !",negative
সবাই পিচ নিয়ে এত অভিযোগ কেন করছে?!,negative
 আমাদের দেশের ব্যাটসম্যানরা যে পিচে ব্যাট হাতে ছটফট করেছে শ্রীলংকান ব্যাটসম্যানরা সেই পিচেই ধৈর্য্যের পরিচয় দিয়েছে। নাচতে না জানলে উঠোন বাকা! ,negative
ভোদাই কায়েসের দৌড় সেই ১৫ থেকে ২০ এর মধ্যেই।।,negative
কেন যে সৌম্যকে বাদ দিয়ে ওরে দলে নেওয়া হলো???!!,negative
সবগুলারে পাঁচ মিনিটের জন্য গ্যাস চেম্বারে রাখা উচিত। ,negative
"তরুন শ্রীলংকান দলের বিরুদ্ধে হারাটা খুবই দুঃখজনক, লজ্জাজনক ও অপমানজনক।",negative
কিসের লজ্জা জনক ? কাগজে কলমে টিম বড় হয় না ।,negative
"বাংলাদেশ এখনো 2 grade টিম , এটা কেন মানেন না ।",negative
ওদের মধ্যে এত টুকু লাজ শরম থাকলে।হোম গ্রাউন্ডে লজ্জা জনক ভাবে হারত না।,negative
নির্লজ্জের মত অসহায় ভাবে দলকে দেশ কে পরাজয় উপহার দিলো।,negative
এদের জন সম্মুখে বেত্রাঘাত করা উচিৎ।বালের সাব্বির বালের ইমরুল সবই এক একটা রাম ছাগ,negative
" ২৬ এভারেজ নিয়ে ইমরুল কায়েস ওপেনার,টি২০ স্পেশালিষ্ট সাব্বির টেস্ট ",negative
"অগণিত ক্যাচ মিস,বোলারদের ক্রমাগত শর্টপিচ বল কি ছিলনা এই টেস্ট হারার জন্য।",negative
"অগণিত ক্যাচ মিস,বোলারদের ক্রমাগত শর্টপিচ বল কি ছিলনা এই টেস্ট হারার জন্য।",negative
"অগণিত ক্যাচ মিস,বোলারদের ক্রমাগত শর্টপিচ বল কি ছিলনা এই টেস্ট হারার জন্য।",negative
"বাংলাদেশ দল নিয়ে যে একটা কমেন্ট করবো, সে ইচ্ছেটাও মরে গেছে।",negative
"ওরা বারবার দায়িত্বজ্ঞান খেলা খেলেই যাচ্ছে,, অথচ BCB ড় কোন পদক্ষেপ নেই। এটা খুবি হতাশার।",negative
"ওরা বারবার দায়িত্বজ্ঞান খেলা খেলেই যাচ্ছে,, অথচ BCB ড় কোন পদক্ষেপ নেই। এটা খুবি হতাশার।",negative
শুধু স্কুল ক্রিকেটের জন্য!!,negative
"তাদের সাঙ্গাকারা, জয়াবর্ধনে,দিলশান, মালিঙ্গা, জয়সুরিয়ারা এই স্কুল ক্রিকেটেরই ফস",negative
রোশেন সিলভা ২০০ ইনিংস খেলছে ডমেস্টিকে তারপর সুযোগ পাইছে!!,positive
জ্বী রূপকথা মনে হবে অাপনাদের । ,negative
 কারন স্কুল ক্রিকেট দূরে থাক জাতীয় দলের জন্য মিরপুর ছাড়া কোনো ভেন্যুই চিনেন না অাপনারা অার ঘরোয়া লীগে পিকনিক করতে বিকেএসপি যা,negative
বিভিন্ন ঘরোয়া লীগে দেখা যায় সব বিভাগের স্টেডিয়াম থাকা সত্ত্বেও সেখানে ম্যাচ না হয়ে নির্দিষ্ট কয়টা ভেন্যুতে হয়!! কেন?,negative
হারজিত থাকবে তাই বলে নিয়মিত জেতা ম্যাচ হারাটা কীসের পরিচয় দেয় জানেন? ,negative
তারা সামান্য কয়টা ম্যাচ জিতেই যদি অানন্দে অাত্মহারা হয়ে অাত্মতুষ্টিতে ভুগে এভাবে নিয়মিত জেতা ম্যাচ হারে তাহলে ভবিষ্যৎ এ এদের দিয়া ট্রফি জেতার অাশা কীভাবে করেন?,negative
অাত্মঘাতী উইকেট গিফট করা জন্ম থেকে এখন পর্যন্ত বাংলাদেশের ব্যাটসম্যান রা করে অাসছে অার জেতা ম্যাচ ফেলে দিচ্ছে তবুও কেন জানি অাপনারা জবাবদিহিতা করেন না!!,negative
অাত্মঘাতী উইকেট গিফট করা জন্ম থেকে এখন পর্যন্ত বাংলাদেশের ব্যাটসম্যান রা করে অাসছে অার জেতা ম্যাচ ফেলে দিচ্ছে তবুও কেন জানি অাপনারা জবাবদিহিতা করেন না!!,negative
যে দিন থেকে টেস্ট খেলা দেখি (৯-১০ বছর ) এর মাঝে আপনাকে মনে হয় না ১৯ এর কোটা পার হতে দেখেছি!,negative
বাংলাদেশ ক্রিকেট দলের সাথেযারা জরিত তাদের ছাগল বলে দুক্ষ্য প্রকাশেও শ্যামলালের অবস্তা,negative
"সবগুলারে পাঁচ মিনিটের জন্য হিটলারের গ্যাস চেম্বারে রাখা উচিত। তরুন শ্রীলংকান দলের বিরুদ্ধে হারাটা খুবই দুঃখজনক, লজ্জাজনক ও অপমানজনক।",negative
ঘরের মাঠে সব দলই ভাল খেলে আর বাংলাদেশ নিজের গর্তে নিজেই পড়ছে।,negative
হারজিত তো থাকবেই কিন্ত এমন গো হারা হারল ,negative
"চন্ডিকা হাতুরেসিং চোখে আঙ্গুল দিয়ে বুজিয়ে দিলেন যে, শিষ্য যতই বড় হোক না কেন তা সব সময় গুরুর পায়ের নিচেই থাকে।",negative
আবাহনীর ম্যাচ খেলতে মোসাদ্দেক কে বাদ দিয়ে সাব্বিরকে খেলালো।,negative
দেশের ম্যাচ থেকে একটি ক্লাবের(চেতনাধারী) ম্যাচ বড় হয়ে গেল??,negative
হায়রে হাম্বালীগ তোরা জীবনে ও মানুষ হবি না।,negative
 বাংলাদেশের সাথে অন্য দেশ কেন খেলবে **ban তো খেলতেই পারে না**আর একটা ম্যাচ যদি জিতে যায় তাহলে অন্য দেশকে ট্রল করে ছেড়ে দেয় আর ভাবের চোদনে দেখা যায় না*,negative
অতী চালাকের গলায় দড়ি একটা কথা আছে না !,negative
 চাইছিল স্পিনিং উইকেট বানায়া তাদের নাজেহাল করবে । ,negative
" ভাইরে এইটা আমেরিকা মহাদেশের দল না , এশিয়া মহাদেশের",negative
" আমাদের বুট্টু কোচার চুজন কাকা যতদিন দায়িত্বে থাকবে, আমাদের পতন কেউ ঠেকাতে পারবেনা!!",negative
"আমাদের বুট্টু কোচার চুজন কাকা যতদিন দায়িত্বে থাকবে, আমাদের পতন কেউ ঠেকাতে পারবেনা!!*",negative
